,Category,sub_category,Sales,Quantity,Discount
7134,Technology,Phones,89.98,2,0.0
7135,Furniture,Chairs,828.5999999999999,3,0.0
7136,Office Supplies,Binders,7.230000000000002,5,0.7
7137,Office Supplies,Storage,17.44,2,0.2
7138,Office Supplies,Binders,62.88000000000001,4,0.7
7139,Furniture,Bookcases,290.35200000000003,3,0.2
7140,Technology,Accessories,113.52,4,0.0
7141,Furniture,Furnishings,135.29999999999998,5,0.0
7142,Furniture,Furnishings,111.15,5,0.0
7143,Technology,Phones,776.8499999999999,5,0.4
7144,Office Supplies,Binders,12.294,1,0.7
7145,Furniture,Tables,154.764,3,0.4
7146,Office Supplies,Storage,43.28,1,0.2
7147,Office Supplies,Paper,92.94,3,0.0
7148,Office Supplies,Appliances,52.56,3,0.0
7149,Technology,Phones,971.8800000000001,3,0.2
7150,Furniture,Chairs,141.96,2,0.0
7151,Furniture,Tables,182.55,2,0.5
7152,Office Supplies,Paper,88.768,2,0.2
7153,Office Supplies,Appliances,53.087999999999994,7,0.8
7154,Furniture,Furnishings,275.88,6,0.0
7155,Office Supplies,Binders,157.89999999999998,5,0.0
7156,Office Supplies,Labels,4.91,1,0.0
7157,Office Supplies,Storage,87.92,4,0.0
7158,Office Supplies,Paper,5.98,1,0.0
7159,Technology,Phones,222.38400000000001,2,0.2
7160,Office Supplies,Fasteners,16.0,4,0.2
7161,Office Supplies,Paper,21.84,3,0.0
7162,Office Supplies,Binders,15.600000000000001,5,0.0
7163,Office Supplies,Envelopes,247.84,8,0.0
7164,Office Supplies,Binders,9.912,3,0.2
7165,Office Supplies,Storage,69.52,2,0.0
7166,Office Supplies,Art,11.52,4,0.0
7167,Furniture,Chairs,717.72,3,0.2
7168,Office Supplies,Storage,236.5,10,0.0
7169,Furniture,Tables,170.35200000000003,3,0.2
7170,Furniture,Chairs,145.764,2,0.1
7171,Technology,Accessories,107.97,3,0.0
7172,Technology,Accessories,143.96,5,0.2
7173,Technology,Copiers,2399.96,5,0.2
7174,Office Supplies,Paper,74.352,3,0.2
7175,Office Supplies,Appliances,87.16799999999998,8,0.8
7176,Office Supplies,Storage,32.232,3,0.2
7177,Office Supplies,Binders,2.2020000000000004,2,0.7
7178,Office Supplies,Binders,9.396,3,0.7
7179,Technology,Phones,89.97,3,0.0
7180,Office Supplies,Art,12.78,3,0.0
7181,Technology,Accessories,40.0,2,0.2
7182,Office Supplies,Binders,23.24,5,0.2
7183,Furniture,Chairs,908.82,9,0.0
7184,Office Supplies,Supplies,5.5520000000000005,2,0.2
7185,Office Supplies,Art,8.016,3,0.2
7186,Furniture,Chairs,74.592,4,0.3
7187,Furniture,Furnishings,16.784000000000002,2,0.6
7188,Office Supplies,Appliances,38.86399999999999,4,0.8
7189,Technology,Phones,203.976,3,0.2
7190,Furniture,Tables,674.3520000000001,3,0.2
7191,Office Supplies,Binders,5.388000000000001,4,0.7
7192,Office Supplies,Art,30.976,8,0.2
7193,Office Supplies,Storage,1350.1200000000001,6,0.0
7194,Office Supplies,Binders,15.92,4,0.0
7195,Furniture,Furnishings,19.54,2,0.0
7196,Office Supplies,Art,21.400000000000002,5,0.0
7197,Office Supplies,Labels,12.6,2,0.0
7198,Office Supplies,Art,11.96,2,0.0
7199,Technology,Phones,138.0,2,0.0
7200,Technology,Phones,116.75999999999999,1,0.2
7201,Furniture,Tables,331.0230000000001,7,0.45
7202,Furniture,Furnishings,756.8000000000001,5,0.0
7203,Furniture,Furnishings,8.736,3,0.6
7204,Office Supplies,Art,6.08,2,0.0
7205,Furniture,Furnishings,17.46,2,0.0
7206,Technology,Machines,369.16,11,0.2
7207,Office Supplies,Art,2.9120000000000004,2,0.2
7208,Office Supplies,Paper,20.736000000000004,4,0.2
7209,Office Supplies,Paper,9.568000000000001,2,0.2
7210,Office Supplies,Paper,30.18,3,0.0
7211,Office Supplies,Binders,51.648,12,0.2
7212,Office Supplies,Binders,11.232,3,0.2
7213,Office Supplies,Labels,14.73,3,0.0
7214,Office Supplies,Art,16.4,5,0.0
7215,Office Supplies,Paper,25.92,4,0.0
7216,Office Supplies,Art,8.82,3,0.0
7217,Office Supplies,Binders,62.49600000000001,2,0.2
7218,Technology,Accessories,339.96,4,0.0
7219,Office Supplies,Binders,49.568000000000005,2,0.2
7220,Office Supplies,Binders,274.49100000000004,3,0.7
7221,Technology,Phones,137.94,3,0.0
7222,Technology,Accessories,40.68,3,0.2
7223,Technology,Phones,110.376,3,0.2
7224,Office Supplies,Appliances,151.62,7,0.0
7225,Furniture,Furnishings,30.8,4,0.0
7226,Office Supplies,Paper,123.92000000000002,5,0.2
7227,Technology,Accessories,1319.8,5,0.2
7228,Office Supplies,Binders,89.71200000000002,6,0.2
7229,Office Supplies,Paper,22.830000000000002,3,0.0
7230,Office Supplies,Binders,30.88,2,0.0
7231,Office Supplies,Appliances,465.16,2,0.0
7232,Office Supplies,Paper,27.12,4,0.0
7233,Furniture,Furnishings,113.6,8,0.0
7234,Office Supplies,Paper,12.96,2,0.0
7235,Office Supplies,Binders,69.456,2,0.2
7236,Office Supplies,Art,8.64,3,0.0
7237,Technology,Machines,341.99100000000004,3,0.7
7238,Furniture,Furnishings,43.96,7,0.0
7239,Office Supplies,Envelopes,39.76,7,0.0
7240,Furniture,Furnishings,66.36,7,0.0
7241,Office Supplies,Binders,92.88000000000001,6,0.2
7242,Furniture,Furnishings,24.14,2,0.0
7243,Furniture,Chairs,4416.174,9,0.3
7244,Office Supplies,Art,49.56,7,0.0
7245,Office Supplies,Storage,354.90000000000003,5,0.0
7246,Office Supplies,Labels,15.120000000000001,3,0.2
7247,Furniture,Bookcases,302.45,5,0.5
7248,Office Supplies,Storage,44.672000000000004,8,0.2
7249,Technology,Accessories,119.98,2,0.0
7250,Technology,Accessories,989.97,3,0.0
7251,Office Supplies,Labels,9.216,4,0.2
7252,Office Supplies,Paper,68.52,3,0.0
7253,Office Supplies,Appliances,364.74,3,0.0
7254,Furniture,Furnishings,47.400000000000006,5,0.0
7255,Office Supplies,Storage,49.76,4,0.0
7256,Office Supplies,Art,5.56,2,0.0
7257,Office Supplies,Paper,629.0999999999999,6,0.0
7258,Office Supplies,Art,14.7,5,0.0
7259,Office Supplies,Paper,45.36,7,0.0
7260,Technology,Phones,125.99,1,0.0
7261,Office Supplies,Art,14.700000000000001,7,0.0
7262,Technology,Phones,32.7,5,0.4
7263,Office Supplies,Envelopes,31.680000000000003,4,0.2
7264,Office Supplies,Art,181.86,7,0.0
7265,Furniture,Chairs,155.37199999999999,2,0.3
7266,Office Supplies,Binders,13.428000000000003,3,0.7
7267,Office Supplies,Storage,67.13600000000001,4,0.2
7268,Office Supplies,Paper,89.568,2,0.2
7269,Furniture,Furnishings,315.77600000000007,8,0.2
7270,Furniture,Bookcases,273.666,2,0.15
7271,Office Supplies,Appliances,17.48,4,0.0
7272,Office Supplies,Supplies,20.608000000000004,2,0.2
7273,Office Supplies,Binders,4.095000000000001,3,0.7
7274,Technology,Phones,339.96000000000004,5,0.2
7275,Furniture,Furnishings,63.980000000000004,7,0.0
7276,Technology,Accessories,799.9200000000001,10,0.2
7277,Technology,Phones,35.984,2,0.2
7278,Technology,Accessories,389.97,3,0.0
7279,Technology,Accessories,185.52800000000002,7,0.2
7280,Office Supplies,Binders,2541.98,2,0.0
7281,Technology,Machines,599.9850000000001,5,0.7
7282,Office Supplies,Binders,3.0359999999999996,3,0.8
7283,Office Supplies,Art,25.920000000000005,5,0.2
7284,Furniture,Furnishings,66.11200000000001,2,0.2
7285,Technology,Accessories,46.36,4,0.0
7286,Technology,Accessories,6.9,1,0.0
7287,Furniture,Furnishings,57.69,3,0.0
7288,Technology,Machines,559.71,3,0.4
7289,Office Supplies,Storage,305.01,9,0.0
7290,Office Supplies,Binders,50.784,2,0.2
7291,Office Supplies,Labels,26.01,9,0.0
7292,Technology,Machines,649.0,2,0.5
7293,Furniture,Furnishings,59.99,7,0.0
7294,Furniture,Furnishings,20.24,1,0.0
7295,Office Supplies,Art,37.839999999999996,2,0.2
7296,Office Supplies,Fasteners,5.4719999999999995,6,0.2
7297,Office Supplies,Storage,77.24000000000001,5,0.2
7298,Furniture,Tables,292.1,4,0.5
7299,Furniture,Furnishings,8.544,2,0.6
7300,Furniture,Bookcases,424.116,6,0.3
7301,Office Supplies,Binders,2.8919999999999995,3,0.8
7302,Office Supplies,Storage,381.72,5,0.2
7303,Furniture,Chairs,97.18400000000001,2,0.2
7304,Office Supplies,Paper,10.368000000000002,2,0.2
7305,Furniture,Tables,890.8409999999999,3,0.3
7306,Technology,Accessories,72.0,4,0.0
7307,Furniture,Chairs,113.88800000000002,2,0.2
7308,Office Supplies,Envelopes,158.13,3,0.0
7309,Office Supplies,Fasteners,14.129999999999999,3,0.0
7310,Office Supplies,Binders,64.75,5,0.0
7311,Office Supplies,Binders,1.8720000000000003,2,0.7
7312,Office Supplies,Binders,11.214000000000002,2,0.7
7313,Office Supplies,Art,37.376,8,0.2
7314,Technology,Phones,286.40000000000003,1,0.2
7315,Office Supplies,Art,43.92,3,0.0
7316,Furniture,Tables,142.182,1,0.4
7317,Office Supplies,Paper,19.608,3,0.2
7318,Office Supplies,Binders,4.158,7,0.7
7319,Technology,Phones,979.95,5,0.0
7320,Furniture,Furnishings,135.29999999999998,5,0.0
7321,Office Supplies,Paper,8.904,3,0.2
7322,Technology,Accessories,100.80000000000001,2,0.2
7323,Furniture,Furnishings,41.96,2,0.0
7324,Office Supplies,Labels,9.45,3,0.0
7325,Office Supplies,Appliances,400.79999999999995,5,0.0
7326,Office Supplies,Binders,28.792,1,0.2
7327,Furniture,Furnishings,111.0,2,0.0
7328,Technology,Machines,1279.968,4,0.2
7329,Office Supplies,Storage,1856.19,7,0.0
7330,Furniture,Furnishings,22.752000000000002,6,0.6
7331,Technology,Phones,61.541999999999994,1,0.4
7332,Office Supplies,Binders,81.43800000000002,7,0.7
7333,Furniture,Furnishings,67.36,2,0.2
7334,Furniture,Furnishings,54.52799999999999,3,0.2
7335,Technology,Accessories,843.9,2,0.0
7336,Furniture,Bookcases,449.56800000000004,2,0.2
7337,Office Supplies,Storage,15.51,1,0.0
7338,Furniture,Chairs,192.18600000000004,3,0.1
7339,Office Supplies,Art,5.76,2,0.0
7340,Furniture,Chairs,67.88,2,0.0
7341,Office Supplies,Labels,162.89,13,0.0
7342,Furniture,Furnishings,25.71,3,0.0
7343,Office Supplies,Storage,191.88,6,0.0
7344,Furniture,Tables,721.8750000000001,6,0.45
7345,Technology,Phones,73.568,4,0.2
7346,Office Supplies,Art,13.584000000000001,1,0.2
7347,Furniture,Chairs,64.784,1,0.2
7348,Office Supplies,Appliances,176.77199999999996,3,0.8
7349,Office Supplies,Binders,38.82,6,0.0
7350,Office Supplies,Binders,21.9,5,0.0
7351,Technology,Accessories,111.79,7,0.0
7352,Technology,Phones,445.44,8,0.4
7353,Office Supplies,Labels,16.520000000000003,5,0.2
7354,Office Supplies,Paper,29.900000000000002,5,0.0
7355,Office Supplies,Binders,116.4,8,0.0
7356,Office Supplies,Art,1.4080000000000001,1,0.2
7357,Furniture,Furnishings,169.568,2,0.2
7358,Technology,Phones,251.96399999999994,6,0.4
7359,Furniture,Tables,523.764,3,0.4
7360,Office Supplies,Paper,19.44,3,0.0
7361,Furniture,Chairs,194.35200000000003,3,0.2
7362,Office Supplies,Binders,36.624,3,0.2
7363,Technology,Phones,340.182,3,0.4
7364,Office Supplies,Fasteners,12.672,8,0.2
7365,Office Supplies,Binders,6.888000000000002,2,0.7
7366,Office Supplies,Storage,32.544000000000004,2,0.2
7367,Furniture,Chairs,347.802,7,0.3
7368,Office Supplies,Binders,15.570000000000004,3,0.7
7369,Office Supplies,Labels,4.608,2,0.2
7370,Technology,Phones,257.98,2,0.0
7371,Office Supplies,Storage,153.78,11,0.0
7372,Office Supplies,Storage,61.019999999999996,3,0.0
7373,Office Supplies,Supplies,110.11,7,0.0
7374,Office Supplies,Fasteners,7.89,1,0.0
7375,Office Supplies,Binders,36.024,3,0.2
7376,Office Supplies,Art,54.336000000000006,4,0.2
7377,Office Supplies,Storage,92.52,6,0.0
7378,Office Supplies,Art,10.272000000000002,3,0.2
7379,Office Supplies,Storage,40.74,3,0.0
7380,Office Supplies,Labels,14.399999999999999,5,0.0
7381,Technology,Phones,149.95,5,0.0
7382,Office Supplies,Supplies,16.9,2,0.0
7383,Office Supplies,Paper,17.61,3,0.0
7384,Office Supplies,Appliances,378.0,2,0.0
7385,Office Supplies,Paper,17.64,3,0.0
7386,Office Supplies,Storage,373.08,6,0.0
7387,Furniture,Furnishings,1336.4399999999998,14,0.0
7388,Technology,Phones,29.97,3,0.0
7389,Furniture,Chairs,390.368,2,0.2
7390,Furniture,Furnishings,101.52000000000001,5,0.2
7391,Office Supplies,Paper,74.352,3,0.2
7392,Office Supplies,Paper,15.700000000000001,5,0.0
7393,Office Supplies,Art,59.519999999999996,3,0.0
7394,Office Supplies,Paper,34.4,5,0.0
7395,Furniture,Tables,313.176,2,0.4
7396,Furniture,Chairs,866.646,3,0.1
7397,Office Supplies,Appliances,795.4080000000001,6,0.2
7398,Office Supplies,Paper,35.856,9,0.2
7399,Technology,Accessories,23.840000000000003,4,0.2
7400,Furniture,Furnishings,43.13,1,0.0
7401,Office Supplies,Paper,30.87,7,0.0
7402,Office Supplies,Supplies,70.12,4,0.0
7403,Furniture,Bookcases,509.9574999999999,5,0.15
7404,Furniture,Furnishings,122.91,3,0.0
7405,Furniture,Chairs,97.568,2,0.2
7406,Furniture,Chairs,722.3520000000001,3,0.2
7407,Office Supplies,Labels,11.52,5,0.2
7408,Furniture,Furnishings,167.84,8,0.0
7409,Furniture,Tables,172.11,1,0.4
7410,Technology,Accessories,99.98,2,0.0
7411,Technology,Phones,156.79200000000003,1,0.2
7412,Technology,Accessories,35.36000000000001,2,0.2
7413,Furniture,Furnishings,13.591999999999999,1,0.2
7414,Furniture,Chairs,386.67999999999995,2,0.3
7415,Technology,Accessories,379.96000000000004,5,0.2
7416,Technology,Phones,539.91,3,0.4
7417,Office Supplies,Paper,41.24000000000001,5,0.2
7418,Office Supplies,Binders,51.89700000000001,1,0.7
7419,Office Supplies,Storage,552.56,5,0.2
7420,Office Supplies,Binders,23.160000000000004,5,0.7
7421,Office Supplies,Storage,126.08,2,0.2
7422,Technology,Machines,449.1,3,0.7
7423,Office Supplies,Appliances,195.104,4,0.2
7424,Furniture,Furnishings,36.672,3,0.2
7425,Furniture,Chairs,85.246,2,0.3
7426,Furniture,Furnishings,32.712,2,0.6
7427,Office Supplies,Binders,11.43,3,0.0
7428,Office Supplies,Binders,30.44,2,0.0
7429,Office Supplies,Paper,12.96,2,0.0
7430,Office Supplies,Paper,16.0,4,0.0
7431,Office Supplies,Appliances,32.67,3,0.0
7432,Office Supplies,Fasteners,4.464,3,0.2
7433,Office Supplies,Binders,9.345000000000002,5,0.7
7434,Office Supplies,Binders,9.144,3,0.2
7435,Office Supplies,Binders,23.136000000000003,6,0.2
7436,Office Supplies,Art,99.2,5,0.0
7437,Office Supplies,Binders,21.36,5,0.2
7438,Furniture,Furnishings,46.900000000000006,5,0.0
7439,Office Supplies,Binders,18.72,5,0.2
7440,Furniture,Tables,236.52800000000002,2,0.2
7441,Office Supplies,Labels,18.9,3,0.0
7442,Office Supplies,Paper,10.688,2,0.2
7443,Office Supplies,Storage,237.09600000000003,3,0.2
7444,Office Supplies,Paper,5.184000000000001,1,0.2
7445,Office Supplies,Paper,65.584,2,0.2
7446,Furniture,Furnishings,22.200000000000003,1,0.6
7447,Office Supplies,Paper,419.4,5,0.2
7448,Furniture,Furnishings,88.92000000000002,5,0.2
7449,Office Supplies,Art,9.912,3,0.2
7450,Furniture,Chairs,318.43,5,0.3
7451,Office Supplies,Binders,5.799999999999999,5,0.8
7452,Technology,Phones,1415.76,6,0.2
7453,Technology,Phones,148.48,2,0.2
7454,Office Supplies,Labels,9.248000000000001,4,0.2
7455,Office Supplies,Storage,1036.624,2,0.2
7456,Technology,Phones,569.64,2,0.0
7457,Office Supplies,Binders,9.14,1,0.0
7458,Furniture,Furnishings,1196.86,7,0.0
7459,Furniture,Bookcases,523.26,9,0.0
7460,Technology,Copiers,639.9680000000001,4,0.2
7461,Office Supplies,Paper,52.76,2,0.0
7462,Technology,Accessories,538.9200000000001,9,0.0
7463,Office Supplies,Art,14.88,2,0.0
7464,Office Supplies,Paper,34.24,8,0.0
7465,Office Supplies,Storage,261.74,2,0.0
7466,Office Supplies,Appliances,87.84,8,0.0
7467,Furniture,Furnishings,34.92,4,0.0
7468,Office Supplies,Paper,14.940000000000001,3,0.0
7469,Furniture,Furnishings,14.56,2,0.0
7470,Office Supplies,Binders,3.5760000000000005,4,0.7
7471,Office Supplies,Storage,147.184,2,0.2
7472,Technology,Copiers,1499.95,5,0.0
7473,Office Supplies,Art,13.568000000000001,4,0.2
7474,Furniture,Chairs,2573.82,9,0.0
7475,Office Supplies,Binders,609.98,2,0.0
7476,Office Supplies,Art,5.48,2,0.0
7477,Technology,Phones,391.98,2,0.0
7478,Technology,Phones,755.96,4,0.0
7479,Office Supplies,Fasteners,31.12,4,0.0
7480,Office Supplies,Paper,6.54,1,0.0
7481,Office Supplies,Envelopes,12.78,1,0.0
7482,Office Supplies,Binders,18.464,4,0.2
7483,Furniture,Chairs,445.802,7,0.3
7484,Office Supplies,Art,2.48,1,0.0
7485,Office Supplies,Binders,25.9,5,0.0
7486,Office Supplies,Paper,29.900000000000002,5,0.0
7487,Technology,Accessories,2249.91,9,0.0
7488,Furniture,Tables,1053.164,4,0.3
7489,Office Supplies,Paper,12.96,2,0.0
7490,Furniture,Furnishings,106.68,6,0.0
7491,Technology,Phones,119.94,6,0.0
7492,Office Supplies,Paper,10.272000000000002,3,0.2
7493,Furniture,Tables,512.19,5,0.3
7494,Office Supplies,Appliances,1.5559999999999996,2,0.8
7495,Office Supplies,Binders,4.4479999999999995,2,0.2
7496,Furniture,Furnishings,276.69,3,0.0
7497,Office Supplies,Fasteners,4.96,4,0.0
7498,Office Supplies,Art,71.92,4,0.0
7499,Furniture,Furnishings,18.84,3,0.0
7500,Technology,Accessories,140.97,3,0.0
7501,Technology,Phones,470.3760000000001,3,0.2
7502,Office Supplies,Art,6.08,2,0.0
7503,Technology,Phones,164.79200000000003,1,0.2
7504,Office Supplies,Envelopes,23.36,2,0.0
7505,Office Supplies,Binders,12.175999999999998,4,0.8
7506,Technology,Phones,46.384,2,0.2
7507,Office Supplies,Storage,362.92,2,0.0
7508,Office Supplies,Paper,9.248000000000001,2,0.2
7509,Technology,Phones,1889.946,9,0.4
7510,Office Supplies,Storage,62.040000000000006,5,0.2
7511,Furniture,Furnishings,396.9200000000001,5,0.2
7512,Office Supplies,Storage,239.456,7,0.2
7513,Office Supplies,Art,13.120000000000001,5,0.2
7514,Office Supplies,Binders,29.36,2,0.0
7515,Office Supplies,Appliances,214.89999999999998,5,0.0
7516,Office Supplies,Binders,15.92,4,0.0
7517,Technology,Accessories,146.45,5,0.0
7518,Office Supplies,Storage,15.14,1,0.0
7519,Office Supplies,Labels,5.76,2,0.0
7520,Technology,Copiers,1399.98,2,0.0
7521,Office Supplies,Binders,8.952000000000002,2,0.7
7522,Office Supplies,Binders,8.856000000000002,6,0.7
7523,Furniture,Chairs,85.246,2,0.3
7524,Office Supplies,Envelopes,21.728,7,0.2
7525,Furniture,Chairs,1487.04,5,0.2
7526,Office Supplies,Envelopes,71.88,6,0.0
7527,Furniture,Furnishings,9.24,3,0.0
7528,Office Supplies,Paper,35.88,6,0.0
7529,Office Supplies,Binders,17.04,3,0.2
7530,Office Supplies,Binders,931.1760000000002,3,0.2
7531,Furniture,Furnishings,266.35200000000003,3,0.2
7532,Furniture,Chairs,483.13599999999997,4,0.2
7533,Furniture,Chairs,196.784,2,0.2
7534,Furniture,Bookcases,231.92000000000002,5,0.2
7535,Office Supplies,Supplies,29.700000000000003,3,0.0
7536,Furniture,Furnishings,13.591999999999999,2,0.6
7537,Office Supplies,Paper,70.88,2,0.0
7538,Office Supplies,Storage,114.28800000000001,1,0.2
7539,Office Supplies,Binders,36.624,8,0.7
7540,Furniture,Bookcases,242.35200000000003,8,0.7
7541,Technology,Phones,49.61600000000001,2,0.2
7542,Furniture,Furnishings,508.70400000000006,6,0.2
7543,Technology,Phones,57.36,6,0.2
7544,Furniture,Chairs,906.6800000000001,5,0.2
7545,Technology,Phones,719.9520000000001,6,0.2
7546,Technology,Phones,755.9440000000002,7,0.2
7547,Office Supplies,Binders,11.979999999999997,5,0.8
7548,Office Supplies,Binders,0.8979999999999998,1,0.8
7549,Furniture,Furnishings,21.204000000000004,3,0.6
7550,Office Supplies,Envelopes,34.74,3,0.0
7551,Technology,Phones,833.94,6,0.0
7552,Office Supplies,Binders,12.96,3,0.2
7553,Office Supplies,Paper,25.92,4,0.0
7554,Furniture,Bookcases,349.965,7,0.5
7555,Office Supplies,Art,22.32,5,0.2
7556,Office Supplies,Paper,158.28,6,0.0
7557,Office Supplies,Binders,497.93999999999994,3,0.0
7558,Office Supplies,Appliances,533.9399999999999,3,0.0
7559,Office Supplies,Paper,167.94,3,0.0
7560,Furniture,Furnishings,31.68,6,0.0
7561,Furniture,Chairs,170.78599999999997,1,0.3
7562,Furniture,Bookcases,198.744,4,0.3
7563,Technology,Accessories,63.824000000000005,2,0.2
7564,Furniture,Chairs,435.16800000000006,4,0.2
7565,Furniture,Bookcases,48.58,1,0.0
7566,Technology,Accessories,47.976,3,0.2
7567,Office Supplies,Paper,20.736000000000004,4,0.2
7568,Office Supplies,Art,26.46,9,0.0
7569,Office Supplies,Paper,49.12,4,0.0
7570,Office Supplies,Fasteners,15.0,3,0.0
7571,Office Supplies,Storage,194.7,5,0.0
7572,Furniture,Tables,591.32,4,0.0
7573,Office Supplies,Art,2.84,1,0.0
7574,Office Supplies,Storage,221.96,2,0.0
7575,Technology,Accessories,236.0,4,0.0
7576,Technology,Accessories,41.94,2,0.0
7577,Technology,Phones,52.792,1,0.2
7578,Furniture,Chairs,563.9399999999999,3,0.0
7579,Office Supplies,Appliances,2625.12,8,0.0
7580,Office Supplies,Art,17.94,3,0.0
7581,Office Supplies,Storage,422.856,3,0.2
7582,Furniture,Chairs,127.76400000000001,2,0.1
7583,Technology,Phones,3499.9300000000003,7,0.0
7584,Office Supplies,Labels,14.399999999999999,5,0.0
7585,Office Supplies,Paper,122.97,3,0.0
7586,Office Supplies,Art,9.32,4,0.0
7587,Office Supplies,Binders,122.94,3,0.0
7588,Furniture,Furnishings,17.31,3,0.0
7589,Office Supplies,Art,128.744,7,0.2
7590,Furniture,Furnishings,58.248000000000005,9,0.2
7591,Furniture,Chairs,71.246,2,0.3
7592,Office Supplies,Art,7.872,3,0.2
7593,Furniture,Chairs,887.2709999999998,3,0.3
7594,Office Supplies,Binders,146.86,7,0.0
7595,Office Supplies,Binders,36.56,4,0.0
7596,Technology,Phones,225.57599999999996,3,0.2
7597,Office Supplies,Art,5.248,2,0.2
7598,Office Supplies,Art,38.256,3,0.2
7599,Office Supplies,Paper,40.24,5,0.2
7600,Technology,Machines,29.925,5,0.7
7601,Office Supplies,Paper,148.704,6,0.2
7602,Technology,Accessories,55.92,10,0.2
7603,Office Supplies,Paper,12.96,2,0.0
7604,Furniture,Furnishings,25.176000000000002,3,0.6
7605,Furniture,Furnishings,5.5840000000000005,2,0.6
7606,Office Supplies,Storage,1297.3680000000002,9,0.2
7607,Office Supplies,Storage,264.32,2,0.2
7608,Office Supplies,Paper,25.92,4,0.0
7609,Office Supplies,Art,22.959999999999997,7,0.0
7610,Office Supplies,Paper,19.44,3,0.0
7611,Office Supplies,Paper,9.54,2,0.0
7612,Office Supplies,Fasteners,5.81,1,0.0
7613,Office Supplies,Art,5.76,2,0.0
7614,Furniture,Furnishings,14.91,3,0.0
7615,Office Supplies,Binders,6.642000000000001,9,0.7
7616,Office Supplies,Paper,18.54,2,0.0
7617,Office Supplies,Binders,679.96,5,0.2
7618,Furniture,Tables,189.57600000000002,1,0.2
7619,Technology,Phones,71.96,5,0.2
7620,Technology,Phones,539.92,5,0.2
7621,Furniture,Chairs,725.344,4,0.2
7622,Office Supplies,Art,7.4399999999999995,3,0.0
7623,Office Supplies,Appliances,39.48,1,0.0
7624,Office Supplies,Appliances,850.5,5,0.1
7625,Furniture,Furnishings,75.33,9,0.0
7626,Office Supplies,Appliances,325.63200000000006,6,0.2
7627,Technology,Accessories,23.344,2,0.2
7628,Office Supplies,Labels,16.520000000000003,5,0.2
7629,Office Supplies,Envelopes,335.72,5,0.2
7630,Technology,Phones,251.94400000000002,7,0.2
7631,Furniture,Chairs,127.30199999999999,7,0.3
7632,Furniture,Chairs,1207.84,8,0.0
7633,Office Supplies,Binders,12.53,1,0.0
7634,Office Supplies,Art,34.58,1,0.0
7635,Furniture,Chairs,300.98,1,0.0
7636,Furniture,Chairs,258.75,3,0.0
7637,Office Supplies,Art,59.519999999999996,3,0.0
7638,Office Supplies,Envelopes,57.959999999999994,7,0.0
7639,Furniture,Bookcases,441.96,2,0.0
7640,Office Supplies,Paper,68.03999999999999,6,0.0
7641,Technology,Machines,703.71,6,0.7
7642,Office Supplies,Binders,17.904000000000003,4,0.7
7643,Office Supplies,Binders,11.976000000000003,4,0.7
7644,Technology,Accessories,67.96,5,0.2
7645,Furniture,Chairs,892.224,3,0.2
7646,Technology,Machines,1299.99,2,0.5
7647,Office Supplies,Binders,4.544,2,0.2
7648,Furniture,Chairs,1352.0320000000002,4,0.2
7649,Furniture,Tables,1548.9900000000002,9,0.4
7650,Office Supplies,Envelopes,19.872,3,0.2
7651,Technology,Accessories,119.44800000000001,3,0.2
7652,Office Supplies,Storage,118.16,2,0.2
7653,Office Supplies,Art,19.56,4,0.0
7654,Furniture,Furnishings,80.96,4,0.0
7655,Office Supplies,Paper,25.92,4,0.0
7656,Office Supplies,Appliances,106.96,2,0.0
7657,Furniture,Furnishings,187.76,4,0.0
7658,Office Supplies,Binders,76.77600000000001,4,0.7
7659,Office Supplies,Binders,53.9,5,0.0
7660,Furniture,Furnishings,76.72800000000001,3,0.6
7661,Office Supplies,Binders,10.429999999999998,7,0.8
7662,Office Supplies,Art,99.2,5,0.0
7663,Office Supplies,Art,15.920000000000002,5,0.2
7664,Furniture,Furnishings,129.92,4,0.0
7665,Office Supplies,Binders,30.4,1,0.0
7666,Technology,Copiers,5399.91,9,0.0
7667,Office Supplies,Storage,119.10000000000001,3,0.0
7668,Office Supplies,Paper,40.08,6,0.0
7669,Office Supplies,Paper,59.94,3,0.0
7670,Technology,Accessories,259.98,2,0.0
7671,Furniture,Bookcases,170.98,1,0.0
7672,Furniture,Furnishings,38.97,3,0.0
7673,Office Supplies,Paper,154.9,5,0.0
7674,Furniture,Tables,446.068,4,0.3
7675,Office Supplies,Appliances,152.94,3,0.0
7676,Technology,Accessories,23.472,3,0.2
7677,Office Supplies,Paper,195.64,4,0.0
7678,Office Supplies,Paper,14.940000000000001,3,0.0
7679,Technology,Accessories,1687.8,4,0.0
7680,Furniture,Bookcases,341.96,2,0.0
7681,Furniture,Chairs,605.88,6,0.0
7682,Office Supplies,Appliances,186.732,1,0.1
7683,Office Supplies,Binders,3812.9700000000003,3,0.0
7684,Office Supplies,Binders,26.424,9,0.2
7685,Technology,Phones,625.99,1,0.0
7686,Furniture,Tables,1568.61,9,0.0
7687,Office Supplies,Binders,17.3,1,0.0
7688,Technology,Accessories,160.0,8,0.0
7689,Office Supplies,Appliances,179.94,3,0.0
7690,Furniture,Tables,872.94,3,0.0
7691,Office Supplies,Paper,12.96,2,0.0
7692,Office Supplies,Labels,88.80000000000001,6,0.0
7693,Technology,Phones,319.968,4,0.2
7694,Furniture,Chairs,167.888,7,0.2
7695,Office Supplies,Paper,163.96,5,0.2
